"abs.low","erg.low","abs.high","erg.high"
7.88596734476189e-43,75.4247999149904,2.92304012654933e-42,75.4247999149904
2.07897929405859e-42,74.6685169071656,7.70337177788532e-42,74.6685169071656
5.27451170042002e-42,73.9210750844538,1.95373208537742e-41,73.9210750844538
1.2917323863476e-41,73.1823401008022,4.78308949636275e-41,73.1823401008022
3.06184559721209e-41,72.4521803237133,1.13337492793768e-40,72.4521803237133
7.04114412823299e-41,71.7304667656191,2.60548778302816e-40,71.7304667656191
1.57422973798889e-40,71.0170730173581,5.82331839615831e-40,71.0170730173581
3.42828701012157e-40,70.3118751836753,1.26776082580494e-39,70.3118751836753
7.28461764733773e-40,69.6147518206714,2.69293424005881e-39,69.6147518206714
1.51259098398565e-39,68.9255838751275,5.58985336333922e-39,68.9255838751275
3.07343223656947e-39,68.2442546256383,1.13543832224181e-38,68.2442546256383
6.11872326829273e-39,67.5706496254878,2.25976240712117e-38,67.5706496254878
1.1949030576493e-38,66.9046566472047,4.41161650955989e-38,66.9046566472047
2.29137671545257e-38,66.2461656287376,8.45718299406574e-38,66.2461656287376
4.31888816045783e-38,65.5950686211933,1.593552466938e-37,65.5950686211933
8.00839080531975e-38,64.9512597380825,2.95396847709704e-37,64.9512597380825
1.46208517222624e-37,64.3146351060217,5.39138640640523e-37,64.3146351060217
2.63016890854978e-37,63.6850928168399,9.69570963501933e-37,63.6850928168399
4.66534160641938e-37,63.0625328810426,1.71928770833111e-36,63.0625328810426
8.16498886850597e-37,62.4468571825869,3.00808991734054e-36,62.4468571825869
1.41079480442115e-36,61.8379694349233,5.19601173821344e-36,61.8379694349233
2.40798667102314e-36,61.2357751382626,8.86609416145822e-36,61.2357751382626
4.06214904545669e-36,60.6401815380263,1.49522663472157e-35,60.6401815380263
6.77616382994572e-36,60.0510975844416,2.49349720328171e-35,60.0510975844416
1.11825113337299e-35,59.4684338932442,4.11376091048621e-35,59.4684338932442
1.82646308567115e-35,58.8921027074525,6.717167735793e-35,58.8921027074525
2.95376424805705e-35,58.322017860179,1.08599440154403e-34,58.322017860179
4.73152249007819e-35,57.7580947384442,1.73912174053519e-34,57.7580947384442
7.5100568998339e-35,57.200250247964,2.75962750200077e-34,57.200250247964
1.18154683376124e-34,56.6484027788767,4.34047410204653e-34,56.6484027788767
1.84316383828915e-34,56.1024721723828,6.76908517293213e-34,56.1024721723828
2.85176982482427e-34,55.5623796882664,1.04703480917409e-33,55.5623796882664
4.37751524556283e-34,55.0280479732743,1.60677743310305e-33,55.0280479732743
6.66840676628645e-34,54.4994010303229,2.44699073149477e-33,54.4994010303229
1.00834728323786e-33,53.9763641885101,3.69916177599976e-33,53.9763641885101
1.513904622026e-33,53.4588640739069,5.55233182350875e-33,53.4588640739069
2.25729646573429e-33,52.9468285811046,8.27656151703061e-33,52.9468285811046
3.34331106939196e-33,52.4401868454957,1.22552820136779e-32,52.4401868454957
4.91988338019616e-33,51.9388692162667,1.80296471271592e-32,51.9388692162667
7.19465629206787e-33,51.4428072300807,2.63590085199171e-32,51.4428072300807
1.04574504421704e-32,50.9519335854306,3.83029416261392e-32,50.9519335854306
1.51105951416568e-32,50.4661821176422,5.53319351638849e-32,50.4661821176422
2.17096682838989e-32,49.9854877745094,7.94760224430608e-32,49.9854877745094
3.10179548884745e-32,49.5097865925417,1.13523402997483e-31,49.5097865925417
4.40789048371251e-32,49.0390156738076,1.61284632526259e-31,49.0390156738076
6.23121026822719e-32,48.5731131633566,2.27942437435367e-31,48.5731131633566
8.7639820361812e-32,48.1120182272021,3.205128700316e-31,48.1120182272021
1.22653185703066e-31,47.6556710308508,4.48450645821811e-31,47.6556710308508
1.70829461313498e-31,47.2040127183626,6.24440441405159e-31,47.2040127183626
2.3681500584323e-31,46.7569853919252,8.65427099944822e-31,46.7569853919252
3.2679232301754e-31,46.3145320919306,1.19395159891958e-30,46.3145320919306
4.48954362542514e-31,45.876596777538,1.6398768939083e-30,45.876596777538
6.14115124483555e-31,45.4431243077104,2.24260909820544e-30,45.4431243077104
8.36492878919448e-31,45.0140604227119,3.05394577253671e-30,45.0140604227119
1.13471123707613e-30,44.5893517260525,4.14171543501656e-30,44.5893517260525
1.53307424608887e-30,44.1689456668683,5.59441201304477e-30,44.1689456668683
2.06318503976319e-30,43.7527905227257,7.52707633593886e-30,43.7527905227257
2.7659938512909e-30,43.3408353828377,1.008873567458e-29,43.3408353828377
3.69438095883817e-30,42.9330301316805,1.34717838571645e-29,42.9330301316805
4.91640407257076e-30,42.5293254330013,1.79237710849912e-29,42.5293254330013
6.51936858304119e-30,42.1296727142053,2.37621771263748e-29,42.1296727142053
8.61491391534674e-30,41.7340241511118,3.1392867465163e-29,41.7340241511118
1.13453510700982e-29,41.3423326530711,4.13330831815337e-29,41.3423326530711
1.4891536563692e-29,40.9545518484305,5.42399964651687e-29,40.9545518484305
1.94826279001708e-29,40.5706360703419,7.09460800802143e-29,40.5706360703419
2.5408137150147e-29,40.1905403429014,9.25027970603827e-29,40.1905403429014
3.30327841899618e-29,39.8142203676112,1.2023442364464e-28,39.8142203676112
4.28147519925193e-29,39.4416325101577,1.55804182332273e-28,39.4416325101577
5.532806574452e-29,39.072733787495,2.01295292589174e-28,39.072733787495
7.12899585848104e-29,38.7074818552274,2.5931005528288e-28,38.7074818552274
9.15942529685167e-29,38.3458349952834,3.33090686124057e-28,38.3458349952834
1.17351982137159e-28,37.9877521038716,4.26666317879446e-28,37.9877521038716
1.49940705581473e-28,37.6331926797145,5.45031417639977e-28,37.6331926797145
1.91064241051583e-28,37.2821168125499,6.9436183310181e-28,37.2821168125499
2.42824849676889e-28,36.9344851718951,8.82275812447364e-28,36.9344851718951
3.07810277024205e-28,36.5902589960662,1.11814866080242e-27,36.5902589960662
3.89198479307918e-28,36.249400081447,1.41349123056552e-27,36.249400081447
4.90883359384991e-28,35.9118707719997,1.78240422509526e-27,35.9118707719997
6.1762541171312e-28,35.5776339490125,2.24212236144425e-27,35.5776339490125
7.75231840528674e-28,35.2466530210783,2.81366482888116e-27,35.2466530210783
9.70771483981308e-28,34.9188919142969,3.52261124189927e-27,34.9188919142969
1.21283076334013e-27,34.5943150626979,4.4000254711298e-27,34.5943150626979
1.51181789696282e-27,34.2728873988757,5.48355340135611e-27,34.2728873988757
1.88032379179571e-27,33.9545743448344,6.81872487808617e-27,33.9545743448344
2.33354937126555e-27,33.6393418030342,8.46049493620247e-27,33.6393418030342
2.88981064049318e-27,33.3271561476375,1.04750649380958e-26,33.3271561476375
3.57113455346741e-27,33.0179842159469,1.29420305760383e-26,33.0179842159469
4.40396076079623e-27,32.711793300033,1.59569109165764e-26,32.711793300033
5.4199666128067e-27,32.4085511385445,1.9634120897277e-26,32.4085511385445
6.65703540659134e-27,32.1082259086987,2.41104590548586e-26,32.1082259086987
8.16039083653476e-27,31.8107862184467,2.95491929092301e-26,31.8107862184467
9.98392397965636e-27,31.5162010988092,3.61448365061953e-26,31.5162010988092
1.21917429682508e-26,31.2244399963781,4.41287283053358e-26,31.2244399963781
1.48599798264388e-26,30.9354727659821,5.37755330799004e-26,30.9354727659821
1.80788938336275e-26,30.6492696635089,6.54108089834841e-26,30.6492696635089
2.19553162919279e-26,30.3658013388835,7.94198006666717e-26,30.3658013388835
2.66154877883771e-26,30.085038829197,9.62576415521631e-26,30.085038829197
3.22083460357092e-26,29.8069535519821,1.16461173381416e-25,29.8069535519821
3.89093302346379e-26,29.5315172986332,1.40662619239687e-25,29.5315172986332
4.69247767219402e-26,29.2587022279663,1.69605377789962e-25,29.2587022279663
5.64969905570837e-26,28.9884808599157,2.04162241772796e-25,28.9884808599157
6.79100887707849e-26,28.720826069365,2.45356383367199e-25,28.720826069365
8.14967233775749e-26,28.4557110801078,2.94385493204272e-25,28.4557110801078
9.76458060787436e-26,28.193109458936,3.52649509168494e-25,28.193109458936
1.16811372002065e-25,27.9329951098529,4.2178242614409e-25,27.9329951098529
1.39522737004187e-25,27.6753422684071,5.03688739146345e-25,27.6753422684071
1.66396122178761e-25,27.4201254961451,6.00585140452105e-25,27.4201254961451
1.98147940462297e-25,27.1673196751796,7.15048167097475e-25,27.1673196751796
2.35609963821087e-25,26.9169000028708,8.50068579190606e-25,26.9169000028708
2.79746615665221e-25,26.6688419866182,1.00911334270379e-24,26.6688419866182
3.31674662117851e-25,26.4231214387599,1.19619619364035e-24,26.4231214387599
3.9268560783828e-25,26.1797144715772,1.4159578746695e-24,26.1797144715772
4.64271137547106e-25,25.9385974924017,1.67375726151507e-24,25.9385974924017
5.48151983545047e-25,25.6997471988234,1.97577473568499e-24,25.6997471988234
6.46310642694001e-25,25.4631405739961,2.32912931373748e-24,25.4631405739961
7.61028413905858e-25,25.228754882039,2.74201121249293e-24,25.228754882039
8.94927279556756e-25,24.9965676635316,3.22383171581318e-24,24.9965676635316
1.05101721183741e-24,24.7665567310999,3.78539241328441e-24,24.7665567310999
1.23274954832171e-24,24.5387001650921,4.43907610597282e-24,24.5387001650921
1.4440771504781e-24,24.3129763093411,5.19906192110934e-24,24.3129763093411
1.68952213498993e-24,24.0893637670126,6.08156744796564e-24,24.0893637670126
1.97425205115905e-24,23.8678413965359,7.10512100330784e-24,23.8678413965359
2.30416546894952e-24,23.6483883076163,8.29086745879856e-24,23.6483883076163
2.68598804203618e-24,23.430983857327,9.66291141685718e-24,23.430983857327
3.12738021925355e-24,23.2156076462785,1.12487019082354e-23,23.2156076462785
3.63705789683803e-24,23.0022395148636,1.30794632065431e-23,23.0022395148636
4.22492743361774e-24,22.790859539577,1.51906768149702e-23,22.790859539577
4.90223659267811e-24,22.5814480294068,1.7622620181478e-23,22.5814480294068
5.68174312692444e-24,22.3739855222973,2.04209682439703e-23,22.3739855222973
6.57790289333952e-24,22.1684527816805,2.36374644997874e-23,22.1684527816805
7.60707956262424e-24,21.9648307930754,2.73306689379104e-23,21.9648307930754
8.78777818840485e-24,21.7631007607535,3.15667908713621e-23,21.7631007607535
1.01409051144549e-23,21.5632441044688,3.64206154655165e-23,21.5632441044688
1.16900569306479e-23,21.3652424562508,4.19765335797324e-23,21.3652424562508
1.34618414399405e-23,21.1690776572593,4.83296854294845e-23,21.1690776572593
1.54862338709729e-23,20.9747317546996,5.55872295388737e-23,20.9747317546996
1.77969718653385e-23,20.7821869987968,6.38697494942071e-23,20.7821869987968
2.04319930867826e-23,20.5914258398273,7.33128121337179e-23,20.5914258398273
2.3433919643179e-23,20.4024309252071,8.40686920222339e-23,20.4024309252071
2.68505938828669e-23,20.2151850966351,9.63082783688023e-23,20.2151850966351
3.07356705266385e-23,20.0296713872902,1.10223181956406e-22,20.0296713872902
3.51492705273031e-23,19.8458730190813,1.26028061172765e-22,19.8458730190813
4.01587025123773e-23,19.6637733999486,1.43963187866992e-22,19.6637733999486
4.58392581642182e-23,19.4833561212154,1.6429727551617e-22,19.4833561212154
5.22750884281211e-23,19.3046049549891,1.87330594076639e-22,19.3046049549891
5.95601680149427e-23,19.1275038516108,2.13398397925426e-22,19.1275038516108
6.77993562832186e-23,18.9520369371512,2.42874695476565e-22,18.9520369371512
7.71095632491772e-23,18.7781885109534,2.76176391394347e-22,18.7781885109534
8.76210301843028e-23,18.6059430432204,3.13767834830568e-22,18.6059430432204
9.94787350221155e-23,18.435285172647,3.56165809795856e-22,18.435285172647
1.12843933611675e-22,18.2661997040941,4.03945006646804e-22,18.2661997040941
1.27895848728223e-22,18.0986716063064,4.57744016742295e-22,18.0986716063064
1.44833519684747e-22,17.9326860096701,5.1827189560575e-22,17.9326860096701
1.63877826385585e-22,17.7682282040121,5.86315343437458e-22,17.7682282040121
1.85273702728245e-22,17.6052836364379,6.62746555565555e-22,17.6052836364379
2.09292555396286e-22,17.4438379092085,7.48531799419096e-22,17.4438379092085
2.36234905298326e-22,17.2838767776553,8.4474077886612e-22,17.2838767776553
2.66433270200468e-22,17.1253861481316,9.52556851298384e-22,17.1253861481316
3.00255308475857e-22,16.9683520760007,1.07328816767786e-21,16.9683520760007
3.38107245360487e-22,16.8127607636593,1.20837981090425e-21,16.8127607636593
3.8043760466349e-22,16.6585985585952,1.35942701333432e-21,16.6585985585952
4.2774127053803e-22,16.5058519514797,1.52818954010025e-21,16.5058519514797
4.80563905680769e-22,16.3545075742929,1.71660733105348e-21,16.3545075742929
5.39506754199157e-22,16.2045521984809,1.92681750072164e-21,16.2045521984809
6.05231859372159e-22,16.0559727331458,2.16117280262873e-21,16.0559727331458
6.78467728637344e-22,15.9087562232664,2.42226167171288e-21,15.9087562232664
7.60015480371676e-22,15.7628898479494,2.71292996640341e-21,15.7628898479494
8.50755509401158e-22,15.61836091871,3.0363045402107e-21,15.61836091871
9.51654710682351e-22,15.4751568777829,3.39581878146265e-21,15.4751568777829
1.06377430325345e-21,15.3332652964608,3.79524026911224e-21,15.3332652964608
1.18827829936133e-21,15.1926738734612,4.23870070236772e-21,15.1926738734612
1.32644266664073e-21,15.053370433321,4.7307282722853e-21,15.053370433321
1.47966523436088e-21,14.9153429248175,5.27628265443928e-21,14.9153429248175
1.64947639807003e-21,14.7785794194161,5.88079281337506e-21,14.7785794194161
1.83755068046932e-21,14.6430681097432,6.55019782178287e-21,14.6430681097432
2.04571921004079e-21,14.5087973080849,7.29099091023459e-21,14.5087973080849
2.27598318285059e-21,14.3757554449101,8.11026697693207e-21,14.3757554449101
2.53052837705495e-21,14.2439310674178,9.01577380125374e-21,14.2439310674178
2.8117407939639e-21,14.1133128381082,1.00159672199896e-20,14.1133128381082
3.12222350407451e-21,13.9838895333769,1.11200705410546e-20,13.9838895333769
3.46481478128231e-21,13.8556500421318,1.23381384862033e-20,13.8556500421318
3.84260761352595e-21,13.7285833644325,1.36811259718646e-20,13.7285833644325
4.25897068342725e-21,13.6026786101513,1.5160962055718e-20,13.6026786101513
4.71757091806694e-21,13.4779249976554,1.67906293960697e-20,13.4779249976554
5.22239771289629e-21,13.3543118525108,1.85842495915056e-20,13.3543118525108
5.7777889409395e-21,13.2318286062058,2.05571747897296e-20,13.2318286062058
6.38845886490012e-21,13.1104647948949,2.27260859769857e-20,13.1104647948949
7.05952807656237e-21,12.990210058163,2.51090983830501e-20,12.990210058163
7.79655559498403e-21,12.8710541378078,2.77258744615065e-20,12.8710541378078
8.60557326242683e-21,12.7529868766424,3.05977449309286e-20,12.7529868766424
9.49312258477474e-21,12.6359982173151,3.37478383897329e-20,12.6359982173151
1.04662941713637e-20,12.5200782011487,3.72012200458797e-20,12.5200782011487
1.15327699377021e-20,12.4052169669966,4.09850401323302e-20,12.4052169669966
1.27008682435141e-20,12.2914047501166,4.51286926102716e-20,12.2914047501166
1.39795921478996e-20,12.1786318810627,4.96639847946411e-20,12.1786318810627
1.53786809731963e-20,12.0668887845919,5.46253185704638e-20,12.0668887845919
1.69086653793551e-20,11.9561659785895,6.00498839040255e-20,11.9561659785895
1.8580926161327e-20,11.8464540730091,6.59778653899772e-20,11.8464540730091
2.04077569931178e-20,11.7377437688287,7.2452662614164e-20,11.7377437688287
2.24024313538076e-20,11.6300258570229,7.95211251523522e-20,11.6300258570229
2.45792738829831e-20,11.5232912175496,8.72338030671373e-20,11.5232912175496
2.69537364256993e-20,11.4175308183523,9.56452138092178e-20,11.4175308183523
2.95424790402906e-20,11.3127357143762,1.0481412647497e-19,11.3127357143762
3.23634562561157e-20,11.2088970465995,1.14803864419913e-19,11.2088970465995
3.54360088826527e-20,11.1060060410781,1.25682627277283e-19,11.1060060410781
3.8780961686283e-20,11.0040540080048,1.37523833482577e-19,11.0040540080048
4.2420727266638e-20,10.9030323407814,1.50406484458669e-19,10.9030323407814
4.63794164805397e-20,10.8029325151045,1.64415551672004e-19,10.8029325151045
5.06829557783737e-20,10.7037460880639,1.79642387828458e-19,10.7037460880639
5.53592118352013e-20,10.6054646972547,1.9618516353787e-19,10.6054646972547
6.04381238770779e-20,10.508080059901,2.14149330838958e-19,10.508080059901
6.5951844121897e-20,10.4115839719921,2.33648115041493e-19,10.4115839719921
7.1934886773673e-20,10.3159683074316,2.5480303641024e-19,10.3159683074316
7.84242860294962e-20,10.2212250171972,2.77744463285322e-19,10.2212250171972
8.5459763579494e-20,10.127346128513,3.02612198306481e-19,10.127346128513
9.30839061020096e-20,10.034323744033,3.295560994842e-19,10.034323744033
1.01342353278899e-19,9.94215004103561,3.58736737938846e-19,9.94215004103561
1.10283996879364e-19,9.85081727062951,3.90326094210125e-19,9.85081727062951
1.19961191485101e-19,9.76031775697014,4.24508295123071e-19,9.76031775697014
1.30429977454789e-19,9.67064389648688,4.61480393283749e-19,9.67064389648688
1.41750316752081e-19,9.58178815712064,5.01453191367874e-19,9.58178815712064
1.53986342288277e-19,9.49374307757171,5.44652113458649e-19,9.49374307757171
1.672066214589e-19,9.40650126655769,5.91318125786458e-19,9.40650126655769
1.81484434582293e-19,9.32005540208125,6.41708709322646e-19,9.32005540208125
1.9689806897831e-19,9.23439823070766,6.96098886782572e-19,9.23439823070766
2.13531129456128e-19,9.14952256685183,7.54782306699497e-19,9.14952256685183
2.31472866012141e-19,9.06542129207469,8.18072387340737e-19,9.06542129207469
2.50818519571952e-19,8.98208735438882,8.86303523350994e-19,8.98208735438882
2.7166968664456e-19,8.89951376757305,9.59832358124876e-19,8.89951376757305
2.94134703792055e-19,8.81769361049607,1.0390391250315e-18,8.81769361049607
3.18329052854426e-19,8.7366200264486,1.12432906073872e-18,8.7366200264486
3.44375787906604e-19,8.65628622248427,1.21613389401311e-18,8.65628622248427
3.7240598496346e-19,8.57668546876888,1.31491341350432e-18,8.57668546876888
4.02559215488335e-19,8.49781109793792,1.42115711815916e-18,8.49781109793792
4.34984044801737e-19,8.41965650446228,1.5353859540512e-18,8.41965650446228
4.69838556529123e-19,8.34221514402194,1.65815414155693e-18,8.34221514402194
5.07290904270263e-19,8.26548053288751,1.79005109695856e-18,8.26548053288751
5.47519891717519e-19,8.18944624730956,1.93170345270695e-18,8.18944624730956
5.90715582496552e-19,8.11410592291546,2.08377718073669e-18,8.11410592291546
6.37079941050481e-19,8.03945325411382,2.24697982338718e-18,8.03945325411382
6.86827505937345e-19,7.96548199350616,2.42206283665134e-18,7.96548199350616
7.40186096961035e-19,7.89218595130589,2.60982405064505e-18,7.89218595130589
7.97397557607445e-19,7.8195589947644,2.81111025236691e-18,7.8195589947644
8.58718534310747e-19,7.74759504760407,3.02681989599961e-18,7.74759504760407
9.24421294129198e-19,7.67628808945824,3.25790594619014e-18,7.67628808945824
9.94794582465919e-19,7.60563215531791,3.50537885993766e-18,7.60563215531791
1.07014452252762e-18,7.53562133498511,3.77030971291378e-18,7.53562133498511
1.15079555827329e-18,7.46624977253276,4.05383347624189e-18,7.46624977253276
1.23709144266541e-18,7.39751166577109,4.35715244996837e-18,7.39751166577109
1.32939627309851e-18,7.32940126572029,4.68153985967079e-18,7.32940126572029
1.42809557594356e-18,7.26191287608945,5.02834362286507e-18,7.26191287608945
1.53359744221201e-18,7.19504085276159,5.39899029209674e-18,7.19504085276159
1.64633371641046e-18,7.12877960328485,5.79498918182882e-18,7.12877960328485
1.76676124072528e-18,7.06312358636947,6.21793668647335e-18,7.06312358636947
1.89536315674729e-18,6.99806731139073,6.66952079715212e-18,6.99806731139073
2.03265026701802e-18,6.93360533789762,7.15152582501762e-18,6.93360533789762
2.17916245875335e-18,6.86973227512719,7.66583733921561e-18,6.86973227512719
2.33547019217551e-18,6.80644278152445,8.21444732782731e-18,6.80644278152445
2.50217605596166e-18,6.74373156426783,8.79945959039145e-18,6.74373156426783
2.67991639239627e-18,6.68159337880001,9.42309537087485e-18,6.68159337880001
2.86936299489544e-18,6.62002302836407,1.00876992402341e-17,6.62002302836407
3.07122488065359e-18,6.55901536354495,1.07957452379914e-17,6.55901536354495
3.28625014124766e-18,6.49856528181602,1.15498432825338e-17,6.49856528181602
3.51522787412002e-18,6.43866772709078,1.23527458601379e-17,6.43866772709078
3.75899019794948e-18,6.37931768927954,1.32073550030194e-17,6.37931768927954
4.01841435500967e-18,6.32051020385112,1.41167295670138e-17,6.32051020385112
4.29442490370613e-18,6.26224035139932,1.5084092819804e-17,6.26224035139932
4.58799600457691e-18,6.20450325721426,1.61128403509279e-17,6.20450325721426
4.90015380313754e-18,6.14729409085842,1.72065483151241e-17,6.14729409085842
5.23197891304832e-18,6.09060806574732,1.83689820209036e-17,6.09060806574732
5.58460900318207e-18,6.03444043873485,1.96041048765697e-17,6.03444043873485
5.9592414922714e-18,5.97878650970304,2.09160877062557e-17,5.97878650970304
6.35713635491827e-18,5.92364162115639,2.23093184488945e-17,5.92364162115639
6.77961904285414e-18,5.86900115782047,2.37884122533944e-17,5.86900115782047
7.22808352544612e-18,5.81486054624497,2.53582219836547e-17,5.81486054624497
7.70399545355426e-18,5.76121525441097,2.70238491474263e-17,5.76121525441097
8.2088954509561e-18,5.70806079134238,2.87906552633962e-17,5.70806079134238
8.74440253766855e-18,5.65539270672164,3.06642736812571e-17,5.65539270672164
9.31221768961189e-18,5.60320659050938,3.26506218699151e-17,5.60320659050938
9.91412753917874e-18,5.55149807256821,3.47559141893781e-17,5.55149807256821
1.05520082213897e-17,5.50026282229046,3.69866751622756e-17,5.50026282229046
1.12278293704393e-17,5.44949654822986,3.93497532613657e-17,5.44949654822986
1.19436582715592e-17,5.39919499773706,4.18523352297996e-17,5.39919499773706
1.270166417325e-17,5.34935395659898,4.45019609513401e-17,5.34935395659898
1.35041227650639e-17,5.29996924868196,4.73065388881534e-17,5.29996924868196
1.43534208262443e-17,5.25103673557859,5.02743621042318e-17,5.25103673557859
1.52520610506662e-17,5.2025523162582,5.34141248929478e-17,5.2025523162582
1.62026670536501e-17,5.15451192672099,5.67349400276829e-17,5.15451192672099
1.72079885663601e-17,5.10691153965573,6.02463566549348e-17,5.10691153965573
1.8270906823634e-17,5.05974716410096,6.39583788497652e-17,5.05974716410096
1.93944401512316e-17,5.01301484510968,6.78814848539164e-17,5.01301484510968
2.05817497586315e-17,4.96671066341747,7.20266470174032e-17,4.96671066341747
2.18361457436472e-17,4.92083073511398,7.64053524648621e-17,4.92083073511398
2.31610933152811e-17,4.87537121131777,8.1029624508431e-17,4.87537121131777
2.45602192413815e-17,4.83032827785445,8.59120448294227e-17,4.83032827785445
2.60373185278173e-17,4.78569815493809,9.1065776451556e-17,4.78569815493809
2.75963613360364e-17,4.74147709685577,9.65045875290141e-17,4.74147709685577
2.92415001460273e-17,4.69766139165543,1.02242875973111e-16,4.69766139165543
3.09770771718584e-17,4.65424736083671,1.08295694941864e-16,4.65424736083671
3.28076320371266e-17,4.61123135904498,1.14678779217297e-16,4.61123135904498
3.47379097178054e-17,4.5686097737684,1.21408572495826e-16,4.5686097737684
3.67728687601451e-17,4.52637902503797,1.28502255617612e-16,4.52637902503797
3.89176897814373e-17,4.48453556513058,1.35977775761317e-16,4.48453556513058
4.11777842616243e-17,4.443075878275,1.43853876631236e-16,4.443075878275
4.35588036338955e-17,4.40199648036075,1.52150129664333e-16,4.40199648036075
4.60666486825869e-17,4.3612939186499,1.60886966285276e-16,4.3612939186499
4.87074792568623e-17,4.32096477149159,1.70085711238112e-16,4.32096477149159
5.14877243088332e-17,4.2810056480395,1.79768617023814e-16,4.2810056480395
5.44140922649431e-17,4.24141318797194,1.89958899473491e-16,4.24141318797194
5.74935817396173e-17,4.20218406121478,2.00680774487631e-16,4.20218406121478
6.0733492600358e-17,4.163314967667,2.11959495972348e-16,4.163314967667
6.41414373936397e-17,4.12480263692897,2.23821395004169e-16,4.12480263692897
6.77253531411405e-17,4.08664382803332,2.36293920255516e-16,4.08664382803332
7.14935135160272e-17,4.04883532917841,2.49405679713615e-16,4.04883532917841
7.54545414091917e-17,4.01137395746446,2.63186483726185e-16,4.01137395746446
7.96174218955243e-17,3.97425655863208,2.7766738940786e-16,3.97425655863208
8.399151561049e-17,3.93748000680342,2.92880746441905e-16,3.93748000680342
8.85865725474658e-17,3.90104120422578,3.08860244312407e-16,3.90104120422578
9.34127462864803e-17,3.86493708101765,3.25640961002755e-16,3.86493708101765
9.84806086651906e-17,3.82916459491721,3.43259413196815e-16,3.82916459491721
1.03801164903118e-16,3.7937207310332,3.61753608019876e-16,3.7937207310332
1.09385869190362e-16,3.75860250159818,3.81163096357031e-16,3.75860250159818
1.1524664075219e-16,3.72380694572413,4.01529027787325e-16,3.72380694572413
1.21395880401126e-16,3.68933112916034,4.22894207172626e-16,3.68933112916034
1.27846487588311e-16,3.65517214405368,4.45303152940803e-16,3.65517214405368
1.34611877966148e-16,3.62132710871099,4.68802157103477e-16,3.62132710871099
1.41706001474411e-16,3.58779316736388,4.93439347049201e-16,3.58779316736388
1.49143360962214e-16,3.55456748993558,5.19264749153633e-16,3.55456748993558
1.56939031358426e-16,3.52164727181011,5.46330354248866e-16,3.52164727181011
1.65108679403312e-16,3.48902973360357,5.74690184994765e-16,3.48902973360357
1.736685839544e-16,3.45671212093753,6.04400365195806e-16,3.45671212093753
1.82635656879753e-16,3.42469170421463,6.35519191107559e-16,3.42469170421463
1.92027464552039e-16,3.39296577839617,6.68107204777624e-16,3.39296577839617
2.01862249956995e-16,3.36153166278188,7.02227269466498e-16,3.36153166278188
2.12158955430073e-16,3.33038670079166,7.37944647194482e-16,3.33038670079165
2.22937246035277e-16,3.29952825974937,7.7532707846143e-16,3.29952825974937
2.34217533600379e-16,3.26895373066867,8.14444864186784e-16,3.26895373066867
2.46021001422931e-16,3.23866052804079,8.55370949917999e-16,3.23866052804079
2.58369629661683e-16,3.20864608962428,8.98181012356154e-16,3.20864608962428
